Site,Catalog,Scan,Coverage,Old_Scar_Length,New_Scar_Length,Total_Scar_Area,Base,Type,Technology,Weight,L,Br,T,Br1,Br2,Br3,T1,T2,T3,ScarCnt,SA_fitted,Calc_cover,GM,GM_L,GM_Br1,GM_Br2,GM_Br3,GM_T1,GM_T2,GM_T3,Mode,Typology,Dis_1,logSDI,Average_scar_area,Average_scar_area_relative,Collapsed_Types,FAC1_1,FAC2_1,filter_$,logSDI_plus_one,Note
OGS12,2015-15, , , ,514,25710.29,flake,pick,Unidirectional,754,124.04,98.79,65.54,97.32,91.93,67.25,66.57,57.85,45.7,7,44830.54727,0.573499356,74.82707855,1.657688666,1.300598685,1.228565939,0.898738816,0.889651197,0.773115844,0.610741471,2,Pick,Oldowan,0.193523999,3672.898571,0.081928479,Pick,-0.860158766,0.494360226,Not Selected,0.408483394, 
OGS12,2015-22, ,5, ,119.07,3697.511,flake,Flake,Unifacial simple,822,150.29,95.47,49.61,82,94,74.4,48.7,40,28.1,3,42875.032,0.086239259,64.64490261,2.324854612,1.26846815,1.454097635,1.150902809,0.753346328,0.618764951,0.434682378,2,Retouched Flake/Knife,Handaxe/Cleaver,-0.155083202,1232.503667,0.02874642,Flake,0.77468121,0.341938318,Selected,0.230374301, 
OGS5,1, ,10,393.6,380.12,10793.82,cobble,handaxe,Unidirectional,896,183,119,44,97.35,119.04,81.72,42.94,38.68,24.13,12,55423.0326,0.194753327,68.31728406,2.678677915,1.424968825,1.742458027,1.196183384,0.628537867,0.566181758,0.353204908,2,Handaxe/Cleaver,Large Flake,0.335490961,899.485,0.016229444,Handaxe,1.813946594,0.47856602,Not Selected,0.500396329, 
OGS5,4, ,35, ,438.95,20372.99,flake,handaxe, ,882,160,93,68.3,72.6,93,57.9,57.9,61,28,8,45334.07333,0.449396855,67.1955711,2.381109311,1.08042835,1.384019787,0.861663932,0.861663932,0.907797925,0.416694129,2,Handaxe/Cleaver,Handaxe/Cleaver,0.246665244,2546.62375,0.056174607,Handaxe,0.402462903,-0.909622675,Selected,0.441644412, 
OGS5,9, ,0, ,0,0,flake,Flake, ,744,160,109,39,92.3,104.2,83.7,34.7,35.5,38.8,0,47965.03667,0,67.14960893,2.382739119,1.374542629,1.551758851,1.246470401,0.516756546,0.528670242,0.577814236,2,Large Flake,Large Flake,0, , ,Flake,1.107735772,0.963987163,Selected,0, 
OGS5,10, ,40,454.51,410,20718.28,flake,Flake,Unidirectional,704,142,93,57,90.3,89.21,80.28,28.5,53.61,59.77,7,45396.6456,0.4563835,70.1817862,2.023316984,1.286658617,1.271127522,1.143886532,0.406088268,0.763873405,0.851645466,2,Retouched Flake/Knife,Large Flake,0.188074276,2959.754286,0.065197643,Flake,-0.029260817,0.867387853,Selected,0.405169421, 
OGS5,11, ,0, ,0,0,flake,Flake, ,280,128.6,84.4,45.3,67.5,83.2,62.3,20,23.9,43.6,0,29829.14667,0,51.32107984,2.505792949,1.315249021,1.6211662,1.213926133,0.389703414,0.465695579,0.849553441,2,Large Flake,Large Flake,0, , ,Flake,1.249456076,0.942395394,Selected,0, 
OGS5,12, ,0, ,0,0,flake,Flake, ,466,135.5,103.9,31.8,98.3,91.5,79,31.7,32.2,24.6,0,37335.61,0,58.75649641,2.306127974,1.673006493,1.557274609,1.344532176,0.53951481,0.548024507,0.418677108,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,1.261856846,1.438918645,Selected,0, 
OGS5,14, ,0, ,0,0,flake,Flake, ,606,146.8,79.2,51.75,75,78.5,59.62,27.3,49.5,29.15,0,35011.74033,0,57.30703082,2.561640306,1.308739939,1.369814469,1.040361002,0.476381338,0.863768359,0.508663589,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,1.043144496,-0.321723299,Selected,0, 
OGS5,18, ,0, ,0,0,flake,Flake, ,526,136.1,85.8,41.9,86.8,81.2,68.3,35.9,40,32,0,36532.13333,0,60.62692923,2.244877016,1.431707017,1.339338822,1.126562088,0.592146105,0.659772819,0.527818255,2,Large Flake,Large Flake,0, , ,Flake,0.631770778,0.519960117,Selected,0, 
OGS5,19, ,30,227.3,237.5,8388.7,cobble,Core,Bifacial,644,96,88,66,77.9,83.86,64.4,57.2,61.94,63.16,5,34664.824,0.241994594,70.93581098,1.353336188,1.098175927,1.182195549,0.907863026,0.806362812,0.873183786,0.890382434,1,Core,Core,0.159081005,1677.74,0.048398919,Core,-1.69991462,0.863363032,Not Selected,0.38781401, 
OGS5,2, ,65,797.47, , ,indet,pick,Bifacial,840,165,73,53,74.6,73,54.4,52.5,52.7,36.16,17,43653.204, ,64.97754032,2.539338965,1.148089011,1.123465118,0.837212362,0.807971489,0.811049476,0.556499982,2,Pick,Pick,0.590432796, , ,Pick,0.514828028,-1.415045668,Not Selected,0.689693285,too exfoliated for scar measures
OGS5,21, ,5, ,191.4,6590.88,flake,Flake,Multifacial,946,168,98.2,53,89.8,97.5,72.2,51,50,23.5,3,49284.5,0.133731295,67.46912343,2.490027904,1.330979201,1.44510548,1.070119135,0.755901328,0.741079733,0.348307475,2,Retouched Flake/Knife,Handaxe/Cleaver,-0.2155891,2196.96,0.044577098,Flake,1.035276905,-0.200672051,Selected,0.206477937, 
OGS5,23, ,0, ,0,0,flake,Flake, ,438,134.6,102,33.5,90,100.3,80,20,30,29.1,0,35480.82667,0,55.86029784,2.40958257,1.611162194,1.795550756,1.432144172,0.358036043,0.537054065,0.520942443,2,Large Flake,Large Flake,0, , ,Flake,1.631721732,1.91869364,Selected,0, 
OGS5,2013-1, ,55,519.9,540.5,21141.81,flake,handaxe,Unidirectional,824,170,106,50,102.75,103.43,84.11,31.12,38.9,20.41,10,48062.53177,0.439881322,62.5698769,2.716962353,1.642164011,1.65303186,1.34425708,0.497363932,0.621704915,0.326195304,2,Handaxe/Cleaver,Retouched Flake/Knife,0.318193356,2114.181,0.043988132,Handaxe,2.048188007,0.782567396,Selected,0.488638527, 
OGS5,2013-2, ,15,286.51,258.8,8751.4,flake,Flake,Unidirectional,634,161,105,38,91.59,105,72.16,38.53,47.4,39.22,7,48637.6779,0.179930465,69.71410741,2.309432136,1.313794344,1.506151393,1.035084615,0.55268584,0.679919772,0.562583406,2,Retouched Flake/Knife,Large Flake,0.158125208,1250.2,0.025704352,Flake,0.736237743,0.418751272,Selected,0.387249805, 
OGS5,3, ,50,1014.4,1006.06,37915.486,cobble,pick,Bifacial,1718,237,109,80,95.62,93.59,67.13,81.5,50.7,34.3,16,76904.309,0.493021607,79.56103235,2.978845209,1.201844636,1.176329633,0.843754763,1.024370821,0.637246633,0.431115572,2,Pick,Pick,0.318169308,2369.717875,0.03081385,Pick,1.409308004,-2.157430632,Not Selected,0.488622286, 
OGS5,29, ,60, ,252.86,14396.358,cobble,Core, ,538,99.48,98.31,53,86.38,80,52.68,50,51,53.24,3,31880.9392,0.451566308,65.02714819,1.529822586,1.328368265,1.230255397,0.810123179,0.768909623,0.784287816,0.818734967,1,Core,Oldowan,-0.026409852,4798.786,0.150522103,Core,-1.1772853,0.705449881,Not Selected,0.28802579, 
OGS5,31, ,0, ,0,0,flake,Flake, ,466,134,87.67,46.8,82,74.35,75,17.6,30.96,41.11,0,33204.23667,0,54.19156734,2.472709438,1.513150551,1.371984677,1.383979163,0.324773777,0.571306598,0.758605112,2,Large Flake,Large Flake,0, , ,Flake,1.233605467,1.056346149,Selected,0, 
OGS5,32, ,0, ,0,0,flake,Flake, ,330,111.11,92,37.39,83,85.56,62.68,16.65,34.65,37.18,0,27395.11853,0,52.23374009,2.12716914,1.589011238,1.638021705,1.199990655,0.318759483,0.66336433,0.711800456,2,Large Flake,Large Flake,0, , ,Flake,0.763098347,1.688177939,Selected,0, 
OGS5,33, ,0, ,0,0,flake,Flake, ,428,121.75,95.17,49.17,74.73,92,74,30,46.86,39.3,0,34117.67167,0,61.74676752,1.971763137,1.210265784,1.489956539,1.198443303,0.485855393,0.758906124,0.636470565,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,0.106646073,1.23891043,Selected,0, 
OGS5,34, ,40, ,173.53,6856.6822,cobble,Core,Bifacial,308,87.16,75.5,58.52,60.3,74.41,40.29,40.97,53.94,48.04,3,22881.03727,0.299666581,55.74502882,1.563547492,1.081710805,1.334827546,0.72275503,0.734953428,0.967619914,0.86178088,1,Core,Core,0.117645546,2285.560733,0.09988886,Core,-1.329821661,0.332877837,Not Selected,0.363824257, 
OGS5,35, ,60, ,280.22,9161.1185,cobble,Core, ,306,93,77.54,49.69,67,76,62,46,48,34,7,25836,0.354587339,57.9855987,1.603846508,1.155459312,1.310670265,1.069231005,0.793300423,0.827791746,0.586352487,1,Core,Oldowan,0.432872764,1308.731214,0.050655334,Core,-0.873584768,0.979653297,Not Selected,0.569303403, 
OGS5,36, ,100,876.07,981.2,49145.64,indet,handaxe,Bifacial,860,150,85,70,81.25,85.04,75.06,41,64.56,65.39,13,49469.4234,0.993454878,75.09322161,1.997517177,1.081988471,1.132459071,0.999557595,0.545988028,0.859731393,0.870784321,2,Handaxe/Cleaver,Oldowan,0.419606504,3780.433846,0.076419606,Handaxe,-0.467415582,0.07614738,Not Selected,0.559653619,core/protobiface?
OGS5,37, ,0, ,0,0,flake,Flake, ,1236,160,129,58,100,126.7,87.7,58,53,32,0,57395.73333,0,77.95095374,2.052572705,1.282857941,1.625381011,1.125066414,0.744057606,0.679914709,0.410514541,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,0.406906062,0.991500154,Selected,0, 
OGS5,30+25, ,0, ,0,0,flake,Flake, ,1572,196,120,54.4,113.65,117,91,47,47,22,0,64529.81667,0,73.44344214,2.668720233,1.547449257,1.593062588,1.239048679,0.639948219,0.639948219,0.29955023,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,1.769635386,0.358303098,Selected,0, 
OGS5,40, ,0, ,0,0,flake,Flake, ,904,160,105.6,61.34,72,101.36,65,56.74,59.3,25,0,46179.61333,0,67.49977933,2.37037812,1.066670154,1.501634539,0.962966111,0.840595341,0.878521391,0.370371581,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,0.55347911,-0.495044679,Selected,0, 
OGS5,42, ,75,658.91,829.1,44244.29,cobble,pick,Multifacial,900,168,94,90,92.17,80.67,47.82,74,90,50.44,7,57963.8208,0.763308722,79.49738246,2.113277127,1.159409243,1.014750392,0.601529239,0.930848258,1.132112746,0.634486299,2,Pick,Pick,0.081941035,6320.612857,0.109044103,Pick,-0.654663451,-1.664664583,Not Selected,0.343930194, 
OGS5,43, ,5, ,139.75,3330.602,flake,Flake, ,888,152.3,105.5,49.5,85.8,103.7,75.7,48.6,50.9,28,4,46161.62,0.072150891,68.53921563,2.22208554,1.251838079,1.513002433,1.104477186,0.709083107,0.742640538,0.408525247,2,Retouched Flake/Knife,Handaxe/Cleaver,-0.06222105,832.6505,0.018037723,Flake,0.577727995,0.443611978,Selected,0.271032814, 
OGS5,46, ,100,1386.88,1401.81,76129.8202,indet,pick,Multifacial,1514,216,103,100.4,86.09,103,47.49,61.75,96.87,54.4,16,72641.9135,1.048015072,84.03637063,2.570315667,1.024437388,1.225659785,0.565112458,0.734800891,1.152715179,0.64733876,2,Pick,Pick,0.342932707,4758.113763,0.065500942,Pick,0.247724894,-2.156631431,Not Selected,0.505500686, 
OGS5,47, ,0, ,0,0,flake,Flake, ,688,156,78.43,49.69,72.81,75.79,53.9,26.29,49,43.5,0,37672.9849,0,59.37044687,2.627569914,1.226367727,1.27656105,0.907859092,0.442812904,0.825326447,0.732687765,2,Large Flake,Large Flake,0, , ,Flake,0.892384842,-0.794838638,Selected,0, 
OGS5,49, ,100,621.15, , ,indet,pick,Bifacial,400,123,78,66,72.03,68.22,32.09,44.5,60.17,31.22,15,29482.0448, ,55.49675045,2.216345984,1.297913831,1.229261163,0.578232054,0.80184875,1.084207625,0.56255546,2,Pick,Pick,0.706533657, , ,Pick,-0.143775418,-1.315982305,Not Selected,0.784463407,pick tip
OGS5,5, ,5,195.52, , ,flake,Flake,Unidirectional,892,175,111,48,96.29,68.93,35.36,73.53,71.23,58.87,4,56319.68023, ,74.43796191,2.350950987,1.293560403,0.926006009,0.475026439,0.987802435,0.956904222,0.790859912,2,Retouched Flake/Knife,Pick,-0.148600189, , ,Flake,-0.312814858,-2.25841315,Selected,0.233054852, 
OGS5,50, ,10, ,357.25,16287.7452,flake,Flake,Multifacial,786,154.81,112.97,54.67,101.64,112,59.68,58.4,55,31.57,6,50990.1902,0.319428995,72.63354344,2.131384381,1.399353456,1.541987279,0.821658936,0.804036224,0.757225896,0.434647664,2,Retouched Flake/Knife,Handaxe/Cleaver,0.070664618,2714.6242,0.053238166,Flake,0.333237024,0.107654233,Selected,0.337797964, 
OGS5,51, ,25, ,345.53,33108.3285,flake,Flake, ,2172,255,129.87,88.33,105.8,111.86,78,70,88,40,3,94448.2,0.350544833,92.51350572,2.756354308,1.143616807,1.209120756,0.843120141,0.756646281,0.951212467,0.432369303,2,Retouched Flake/Knife,Pick,-0.498072431,11036.1095,0.116848278,Flake,0.966417127,-1.760474659,Selected,0.119794934, 
OGS5,52, ,5,159.12,88.05,1840.2135,flake,Flake,Unifacial simple,646,109,138,49,92.16,102.01,71.3,28.5,49.6,36.79,4,32889.18033,0.055951942,62.67700327,1.739074849,1.470395762,1.627550691,1.137578319,0.454712231,0.79135883,0.586977649,2,Retouched Flake/Knife,Retouched Flake/Knife,0.085006941,460.053375,0.013987985,Flake,-0.056865274,1.913956769,Selected,0.345610016, 
OGS5,55, ,0, ,0,0,flake,Flake, ,726,145.8,95.9,60.4,80.6,90.5,73.3,60,54.8,40,0,46570.24,0,72.22557176,2.018675608,1.115948244,1.25301881,1.014876009,0.830730703,0.758734042,0.553820469,2,Large Flake,Oldowan,0, , ,Flake,-0.208728616,0.04563722,Selected,0, 
OGS5,56, ,0, ,0,0,flake,Flake, ,288,114.6,89.2,32.4,69.4,85.2,67.9,31.7,26.8,16.3,0,26020.47,0,48.56454258,2.359746307,1.429026123,1.754366364,1.398139391,0.652739598,0.551842941,0.335635819,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,1.375497974,1.435995221,Selected,0, 
OGS5,57, ,30,426.25,426.1,12539.32,flake,handaxe,Unidirectional,498,127,92,45,83.13,85.38,60.56,44.62,40.85,25.9,11,34101.6846,0.367703829,59.29496871,2.141834337,1.401973925,1.439919809,1.021334547,0.75250904,0.688928604,0.436799286,2,Handaxe/Cleaver,Handaxe/Cleaver,0.508616852,1139.938182,0.033427621,Handaxe,0.429011425,0.434587103,Selected,0.625893225, 
OGS5,54, ,0, ,0,0,flake,Flake, ,398,110.3,85.7,54.5,63.8,77.3,58.5,31,52.2,53.1,0,29783.99667,0,59.7990161,1.844511953,1.066907186,1.292663409,0.978276965,0.518403178,0.872924061,0.887974476,2,Large Flake,Oldowan,0, , ,Flake,-0.643410486,0.549520649,Selected,0, 
OGS5,58, ,50, ,230.9,9588.85,cobble,Core,Indet.,332,84.58,69.18,61.03,59.47,69,58.3,55.12,60.24,43.42,6,25293.78507,0.379099054,60.35449327,1.401386962,0.98534503,1.143245453,0.965959564,0.91327086,0.998102987,0.719416197,1,Core,Core,0.375137427,1598.141667,0.063183176,Core,-1.69244042,0.517034835,Not Selected,0.527903564, 
OGS5,59, ,10,223.52,136,7417,flake,Flake,Unidirectional,420,110,94,37,78.04,109.22,66.79,36.54,38.46,19.76,4,29750.752,0.249304623,56.05477553,1.962366256,1.39220966,1.948451295,1.191513111,0.651862391,0.686114602,0.352512338,2,Retouched Flake/Knife,Retouched Flake/Knife,0.128562044,1854.25,0.062326156,Flake,0.633225162,1.899709145,Selected,0.370050946, 
OGS5,6, ,75,996.57,955.4,74064.15,cobble,pick,Bifacial,1866,212,121,82,140.56,123.99,87.29,89.8,80.9,43.6,9,96442.58533,0.767961059,100.3050671,2.113552247,1.401325018,1.236128977,0.870245168,0.895268829,0.806539513,0.434673953,2,Pick,Handaxe/Cleaver,-0.030026335,8229.35,0.085329007,Pick,0.052030048,-0.349654532,Not Selected,0.286276273, 
OGS5,60+68, ,20, ,511.7,17467.2282,flake,handaxe,Bifacial,1340,190,118.8,59.8,99.84,105,84,59,47,32,9,62644.96,0.278828946,76.14842827,2.495127008,1.311123582,1.378885978,1.103108783,0.774802597,0.617215628,0.420231917,2,Handaxe/Cleaver,Handaxe/Cleaver,0.157356373,1940.803133,0.030980994,Handaxe,1.017606821,-0.156001552,Selected,0.386796333, 
OGS5,61, ,5, ,78,2587.71,flake,Flake, ,446,138,90.75,50,78,82.71,62.47,18.7,44.8,31.2,2,32652.624,0.07924968,54.63824935,2.525703178,1.427571361,1.513774709,1.143338243,0.342251083,0.819938423,0.571028545,2,Retouched Flake/Knife,Large Flake,-0.212888092,1293.855,0.03962484,Flake,1.236368463,0.402042009,Selected,0.207501932, 
OGS5,62, ,5, ,226,7927.25,flake,handaxe,Unidirectional,1080,179.22,108.35,60.93,87.46,109.72,79.81,62.61,55.65,34.16,6,59508.087,0.133212987,77.19605607,2.321621196,1.132959434,1.421316134,1.033861107,0.811051797,0.720891751,0.442509653,2,Handaxe/Cleaver,Handaxe/Cleaver,0.003575261,1321.208333,0.022202164,Handaxe,0.536542165,-0.162481005,Selected,0.302821305, 
OGS5,63, ,5, ,122.6,3938.67,flake,Flake, ,848,164,108,45.66,92.5,107.6,67,46,44,26,3,47882.6,0.082256811,66.50667194,2.465918008,1.390837901,1.617882791,1.007417723,0.691659929,0.661587758,0.390938221,2,Retouched Flake/Knife,Handaxe/Cleaver,-0.20305647,1312.89,0.027418937,Flake,1.161071118,0.158174181,Selected,0.211262717, 
OGS5,64, ,10,428.47,232,10088.12,flake,Flake,Unidirectional,1100,151,133,59,110.93,111.09,89.13,59.21,55.5,36.52,7,56369.44623,0.178964327,79.40522714,1.901638034,1.397011305,1.399026286,1.122470185,0.745668795,0.69894643,0.459919344,2,Retouched Flake/Knife,Retouched Flake/Knife,0.094054272,1441.16,0.025566332,Flake,0.016036617,0.993182844,Selected,0.350598314, 
OGS5,65, ,0, ,0,0,flake,Flake, ,550,127,91,54.2,73.5,91,61.2,28.7,53.7,37.2,0,33621.49,0,60.53972281,2.097796193,1.214078899,1.503145303,1.010906512,0.474068903,0.88702091,0.614472586,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,0.200415809,0.574963286,Selected,0, 
OGS5,66, ,10,183.2,176,4455.34,flake,Flake,Unifacial simple,642,120,101,49,79.89,102.71,79.18,33.91,49.44,32,4,35413.2299,0.125810044,63.54266807,1.888494828,1.257265432,1.616394198,1.246091837,0.533657163,0.778059869,0.503598621,2,Retouched Flake/Knife,Retouched Flake/Knife,0.052894452,1113.835,0.031452511,Flake,0.144072525,1.615943495,Selected,0.328282003, 
OGS5,67, ,0, ,0,0,flake,Flake, ,1110,187,114,58.5,95.4,113.8,78.7,57.9,50.85,32.6,0,61602.44667,0,76.50161179,2.444392943,1.24703255,1.487550358,1.028736495,0.756846799,0.664691878,0.426134813,2,Large Flake,Handaxe/Cleaver,0, , ,Flake,0.915225459,-0.114370064,Selected,0, 
OGS5,69, ,0, ,0,0,flake,Flake, ,804,135,131.5,56.14,115,125,79.4,54.9,50.94,31.5,0,49921.2,0,75.17969616,1.795697601,1.529668326,1.662682963,1.056136218,0.730250358,0.677576561,0.418996107,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,0.099586845,1.560110747,Selected,0, 
OGS5,7, ,75,689.4,856.4,46463.68,cobble,pick,Multifacial,1316,184,108,85,84.59,84.52,73.12,83.99,80.1,51.97,9,67121.66717,0.69223072,85.58392313,2.149936498,0.988386567,0.987568657,0.854366069,0.981375905,0.935923443,0.607240216,2,Pick,Pick,0.127379774,5162.631111,0.076914524,Pick,-0.494891197,-1.280138898,Not Selected,0.369373344, 
OGS5,71, ,0, ,0,0,flake,Flake, ,270,110.5,101.3,28.2,74,98,61,27.2,29.4,25.3,0,26753.73333,0,51.71280494,2.136801516,1.430980201,1.895081888,1.179591787,0.525981912,0.568524566,0.489240528,2,Large Flake,Retouched Flake/Knife,0, , ,Flake,0.948039173,1.761505035,Selected,0, 
OGS5,72, ,30,219.4,373.1,14178.14,flake,pick,Unidirectional,808,157,84,54,88.9,85.5,56.52,43.23,50,47.99,7,45506.19513,0.311565051,68.3883678,2.295712049,1.29992867,1.250212613,0.826456338,0.632125044,0.731118487,0.701727524,2,Pick,Pick,0.187027515,2025.448571,0.044509293,Pick,0.295317875,-0.446343836,Not Selected,0.404534753, 
OGS5,76, ,75,442.08,573.1,21514.95,flake,pick,Bifacial,492,134,81.86,54.29,64.81,81.86,56.59,38.75,54,32.45,12,33690.15967,0.63861229,59.79075814,2.241149037,1.083946784,1.369107911,0.946467343,0.648093471,0.903149612,0.542726017,2,Pick,Handaxe/Cleaver,0.551678177,1792.9125,0.053217691,Pick,0.21252684,-0.282229886,Not Selected,0.659142993, 
OGS5,75, ,0, , , ,flake,Flake, ,396,130.3,99.4,34.4,88.8,92,44,31,27.2,22.6,0,30293.65333, ,50.96051943,2.556881316,1.74252541,1.805319118,0.863413491,0.608314051,0.533746522,0.443480566,2,Large Flake,Large Flake,0, , ,Flake,1.647389904,0.435306388,Selected,0, 
OGS5,77, ,80, ,741.69,37054.8141,cobble,pick,Multifacial,1120,142.65,95.76,77.6,92.71,65.16,30.24,70.7,73,55.97,10,45125.0078,0.821159173,69.10710272,2.064187245,1.341540831,0.942884269,0.43758165,1.02304969,1.056331363,0.809902279,2,Pick,Pick,0.34558271,3705.48141,0.082115917,Pick,-0.861242938,-1.885976303,Not Selected,0.507324966, 
OGS5,78, ,40, ,292,13311.1,flake,handaxe, ,418,123.7,105.4,46,102.6,95.3,62.5,35.3,44.4,30,5,36017.69333,0.36957114,62.08218404,1.992520107,1.652648044,1.535061974,1.006730046,0.56860113,0.715181025,0.483230422,2,Handaxe/Cleaver,Retouched Flake/Knife,0.142454108,2662.22,0.073914228,Handaxe,0.407919044,1.149068839,Selected,0.378071896, 
OGS5,8, ,100,1207.62,1265.72,56238.076,indet,pick,Bifacial,1170,179,92,90,46.8,84,44.92,50.26,96.4,50.67,18,49145.5644,1.144316414,69.40803716,2.578952054,0.674273498,1.210234483,0.647187298,0.724123633,1.388888145,0.730030729,2,Pick,Pick,0.563788178,3124.337556,0.063573134,Pick,-0.07087256,-2.484520795,Not Selected,0.668627128, 
OGS5,80, ,0, ,0,0,flake,Flake, ,276,114.5,91.7,31.9,67.6,89.9,60.1,19.3,25.2,31.9,0,25663.87,0,48.69090424,2.351568569,1.388349653,1.846340737,1.234316777,0.396377933,0.517550462,0.655153165,2,Large Flake,Large Flake,0, , ,Flake,1.270512758,1.567015912,Selected,0, 
OGS5,81, ,10, ,336,11278.17,flake,handaxe,Unidirectional,1250,172.85,115.75,70,108.08,122.16,83.49,66.5,40,25.6,8,60699.141,0.185804442,74.69645176,2.314032272,1.446922812,1.635419048,1.117723774,0.890269865,0.53550067,0.342720429,2,Handaxe/Cleaver,Retouched Flake/Knife,0.119907442,1409.77125,0.023225555,Handaxe,1.002715503,0.60491192,Selected,0.365108901, 
OGS5,2015-1, ,0, ,0,0,flake,Flake, ,630,154.83,95.89,61.47,71,95.88,58.37,25,44,50,0,40226.985,0,61.6472077,2.511549278,1.151714776,1.555301587,0.946839316,0.405533372,0.713738734,0.811066744,2,Large Flake,Large Flake,0, , ,Flake,0.889054842,-0.016021561,Selected,0, 
