"","GM_L","GM_Br1","GM_Br2","GM_Br3","GM_T1","GM_T2","GM_T3","Note","Site","Catalog","Scan","Coverage","Old_Scar_Length","New_Scar_Length","Total_Scar_Area","Base","Type.x","Technology","Weight","L","Br","T","Br1","Br2","Br3","T1","T2","T3","ScarCnt","SA_fitted","Calc_cover","GM","Mode","Typology","Dis_1","logSDI","Average_scar_area","Average_scar_area_relative","Collapsed_Types","FAC1_1.x","FAC2_1","filter_$","logSDI_plus_one","Name","Type.y","Volume","Length","Width","Thickness","Length of the higher touch point of width","Length of the higher touch point of thickness","width at half length","thickness at half","width at one fifth","thickness at one fifth","width at four fifth","thickness at four fifth","3DGMPC1(10x10)","3DGMPC2(10x10)","3DGMPC3(10x10)","3DGMPC4(10x10)","3DGMPC5(10x10)","ScarCount.x","SurfaceArea3D","SDI","%Cortex","%Ventral","%Flaked","SurfaceAreaCallipers","%FlakedVisual","%FlakedCallipers","FAC1_1.y","TotalSurfaceArea","ScarCount.y","%FlakedSurfaceArea","MaxScar/Mean","Individual Scar Surface Areas","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24"
"16",1.978039549,1.438896975,1.295700436,0.577012734,0.900092527,0.897218452,0.581915567,NA,"BSN17","17C-35",1,40,364.8,417.5,12025.58,"cobble","handaxe","Bifacial",498,117,84,55,85.11,76.64,34.13,53.24,53.07,34.42,9,31961.591,0.376250982,59.14947456,2,"Handaxe/Cleaver","Pick",0.44961412,1336.175556,0.041805665,"Handaxe",-0.385129544,-0.625795272,"Not Selected",0.581594691,"BSN17-35","Handaxe/Cleaver",202239.6156,115.7251644,86.14838838,53.7670887,42.14823165,44.03014753,77.06205682,52.41473043,84.31507679,50.2012897,29.14302612,27.00110229,-0.4101,-1.7504,0.0083,0.263,-0.1903,9,20353.68505,0.00044218,59.247,0,40.753,31961.591,40,0.376250982,-0.385129544,20353.68505,9,40.75,2.79,2568.36,1850.28,1256.73,1047.31,625.39,340.88,200.38,197.23,196.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",1.815550179,1.011520814,1.072039153,0.922184218,1.028811768,0.783856585,0.682992686,NA,"OGS7","523",1,60,NA,197.1,4820.79,"cobble","Oldowan","Bifacial",81.6,63,40,36,35.1,37.2,32,35.7,27.2,23.7,4,10029.27,0.480672073,34.70022517,1,"Oldowan","Core",0.600790668,1205.1975,0.120168018,"Core",-0.952114753,-0.317271504,"Not Selected",0.697954843,"OGS7-523","Oldowan",31061.14844,49.53765374,41.38494878,33.00664958,38.29122921,12.79554081,36.80174612,28.78814082,39.24176533,32.94261276,33.82764935,24.07391691,-0.7049,1.6631,1.1418,-1.3642,-0.3607,4,5957.57497,0.000671414,48.751,0,51.249,10029.27,60,0.480672073,-0.952114753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",1.956151057,1.253159271,1.17674712,1.121730371,0.599071261,0.767177992,0.672426926,NA,"OGS7","334",1,50,NA,216.4,4351.6,"cobble","Oldowan","Unifacial Centripetal",70,64,40,28,41,38.5,36.7,19.6,25.1,22,6,9414.733333,0.462211711,32.71730973,1,"Oldowan","Oldowan",0.804343227,725.2666667,0.077035285,"Core",-0.218347744,0.579172747,"Not Selected",0.867643636,"OGS7-334","Oldowan",28196.50708,63.90484377,40.93961629,27.80828623,44.18590687,34.93695641,38.60148271,25.45614317,34.06831245,21.79827637,36.59286638,19.19749962,-0.2178,0.153,-0.8305,0.4364,0.1011,6,5816.128291,0.001031614,50.91,0,49.09,9414.733333,50,0.462211711,-0.218347744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",2.618005705,1.312910324,1.508283884,0.78149424,0.398562063,0.81275401,0.761956884,NA,"OGS7","437",1,15,NA,127.9,1812.47,"flake","Oldowan","Multifacial",54,67,40,22,33.6,38.6,20,10.2,20.8,19.5,5,7106.653333,0.255038471,25.59199923,1,"Oldowan","Large Flake",0.847304874,362.494,0.051007694,"Core",1.034089418,-0.564918629,"Not Selected",0.905021579,"OGS7-437","Oldowan",21772.5706,66.38726555,39.63231166,22.48335808,40.37881821,31.53775262,38.27637385,21.52758198,20.95599406,19.8561545,28.90335453,15.17679649,1.2835,-0.0332,-0.4343,0.666,0.4715,5,5361.078588,0.000932648,47.469,0,52.531,7106.653333,15,0.255038471,1.034089418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",2.2106885,1.102186124,1.288515583,0.786373481,0.612676527,0.922172917,0.716894699,NA,"OGS7","486",1,70,NA,288.5,6823.49,"indet","Oldowan","Bifacial",72.4,70,43,36,34.9,40.8,24.9,19.4,29.2,22.7,8,9264.29,0.736536745,31.66434348,1,"Oldowan","Pick",0.936277846,852.93625,0.092067093,"Core",-0.05207996,-0.602457112,"Not Selected",0.983865614,"OGS7-486","Oldowan",29519.81666,68.61100175,43.09227806,31.30321943,42.07735594,43.77115402,42.19812705,29.03012044,33.44340199,19.08870135,23.77395334,22.27382052,0.9214,1.3791,0.1299,0.3874,0.3976,8,6370.738771,0.001255741,32.974,0,67.026,9264.29,70,0.736536745,-0.05207996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",1.706665352,1.27363086,1.449391919,0.667382571,0.789651133,1.006168379,0.598606504,NA,"OGS7","335",1,75,NA,317,10046.89,"cobble","Oldowan","Bifacial",142,67,60,38.6,50,56.9,26.2,31,39.5,23.5,6,12309.5,0.816189935,39.25784274,1,"Oldowan","Oldowan",0.687910838,1674.481667,0.136031656,"Core",-0.816218527,0.158511359,"Not Selected",0.768954946,"OGS7-335","Oldowan",59852.336,66.50340427,60.31326942,39.97144046,44.15221235,41.07674709,56.47178552,39.48266775,50.13675912,21.23837835,45.50961935,30.97159552,-2.1555,-1.7675,-1.0206,0.6891,-0.9018,6,9358.898638,0.000641101,27.561,0,72.439,12309.5,75,0.816189935,-0.816218527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",1.790299222,1.365825052,1.051078898,0.61794199,0.883599293,0.999102469,0.713232109,NA,"OGS7","485",1,70,NA,316.6,7086.32,"cobble","Oldowan","Multifacial",84.2,62,51,41,47.3,36.4,21.4,30.6,34.6,24.7,8,10035.96,0.70609289,34.63108247,1,"Oldowan","Oldowan",0.901531065,885.79,0.088261611,"Core",-1.018354507,-0.683453966,"Not Selected",0.952857078,"OGS7-485","Oldowan",34930.3566,63.83080324,47.17275887,38.84139736,20.51553588,28.20678572,39.7540671,37.15349975,44.55563762,24.71858883,19.87887513,19.53751786,-0.4194,0.9307,-1.1535,-1.321,0.248,8,6608.173867,0.001210622,26.606,0,73.394,10035.96,70,0.70609289,-1.018354507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",1.391212092,1.076677184,1.134140292,0.95570222,0.807507888,0.937555975,0.813556636,NA,"OGS7","2002",1,95,NA,317.9,5702.11,"cobble","Oldowan","Multifacial",62.8,46,38,32,35.6,37.5,31.6,26.7,31,26.9,19,7605.76,0.749709431,33.06469248,1,"Oldowan","Core",1.397610984,300.1110526,0.039458391,"Core",-1.64796177,0.736281979,"Not Selected",1.414656983,"OGS7-2002","Oldowan",23796.14107,43.86547722,37.33019445,30.83917686,26.93247434,24.35203281,36.59659587,30.60442127,29.28362545,22.19418631,33.39824696,22.37632922,-2.3022,1.7146,0.9512,0.2336,0.7951,19,4673.474561,0.004065498,3.353,0,96.647,7605.76,95,0.749709431,-1.64796177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",1.86492903,1.32321155,1.389816158,1.203323255,0.617202703,0.674926697,0.581680245,NA,"OGS7","2006",1,15,NA,50.8,864.44,"flake","Oldowan","Bifacial",25.1,42,34,16,29.8,31.3,27.1,13.9,15.2,13.1,12,4420.43,0.195555636,22.52096424,1,"Oldowan","Retouched Flake/Knife",1.433716728,72.03666667,0.016296303,"Core",-0.060861975,1.311110443,"Not Selected",1.44942718,"OGS7-2006","Oldowan",9913.126609,41.38374062,32.25992334,16.48848641,16.69141688,25.38515473,31.15982166,16.47528157,27.29043347,13.43716174,26.53866873,12.30554925,-0.8529,0.3641,-1.4751,-0.5693,-1.2987,12,3107.645212,0.003861445,14.894,8.161,76.945,4420.43,85,0.804444364,-0.060861975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",2.491774906,1.409730187,1.419970357,0.96598945,0.501768372,0.853347571,0.48470142,"protopick","OGS7","2016",1,5,NA,121,1665.77,"flake","Oldowan","Bifacial",154.4,73,49,46,41.3,41.6,28.3,14.7,25,14.2,10,9043.836667,0.184188422,29.29638621,1,"Oldowan","Handaxe/Cleaver",1.04364729,166.577,0.018418842,"Core",0.988456232,-0.213107703,"Not Selected",1.081248413,"OGS7-2016","Oldowan",57230.71685,73.26523456,50.33887635,45.56144872,28.86108013,19.9114663,46.21614366,33.56813623,46.17734663,45.04967642,25.70914761,15.87721762,-0.2271,-0.6971,1.149,0.6011,-0.3652,10,8766.463744,0.001140711,33.318,13.498,53.184,9043.836667,95,0.815811578,0.988456232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",1.664190517,1.12711085,1.070377083,0.733756728,0.953127296,0.960691798,0.74132123,NA,"OGS7","2066",1,95,NA,275.1,4554.91,"cobble","Oldowan","Multifacial",34.2,44,33,27,29.8,28.3,19.4,25.2,25.4,19.6,15,5463.733333,0.833662575,26.43928057,1,"Oldowan","Core",1.438601764,303.6606667,0.055577505,"Core",-1.327421638,-0.405752581,"Not Selected",1.454139598,"OGS7-2066","Oldowan",13719.79158,42.59521013,30.03119916,29.52225854,17.02403887,10.30437279,27.36774113,21.52108751,25.97107848,29.19087357,20.74670456,16.42177038,-1.2265,-0.3574,2.2095,0.0276,-1.1214,15,3542.781723,0.004233961,9.75,0,90.25,5463.733333,95,0.833662575,-1.327421638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",1.648970755,1.315668156,1.199889358,0.835010723,0.891145898,0.817468481,0.631520715,NA,"OGS7","2081",1,60,NA,195.4,3781.69,"indet","Oldowan","Bifacial",49.6,47,38,25,37.5,34.2,23.8,25.4,23.3,18,7,6463.166667,0.585114108,28.50262799,1,"Oldowan","Oldowan",1.034652685,540.2414286,0.08358773,"Core",-0.95079821,0.317670434,"Not Selected",1.073006925,"OGS7-2081","Oldowan",19571.13596,45.43475455,38.14676826,24.65714486,27.50676936,26.88710445,33.81749429,23.40359577,34.98431092,23.83652603,24.35644259,19.92479191,-1.7575,0.4191,0.2097,0.0066,0.7004,7,4292.550801,0.001630732,47.616,0,52.384,6463.166667,60,0.585114108,-0.95079821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",1.579496467,0.936140589,1.205810717,0.820567677,0.847534689,0.95155031,0.847534689,NA,"OGS7","2092",1,50,NA,186,2637.19,"cobble","Oldowan","Bifacial",35.9,41,33.1,26,24.3,31.3,21.3,22,24.7,22,6,4982.933333,0.529244488,25.95763958,1,"Oldowan","Core",1.080666174,439.5316667,0.088207415,"Core",-1.458471687,0.100757735,"Not Selected",1.115314235,"OGS7-2092","Oldowan",14336.42763,34.66843041,34.0293707,25.96005366,17.46056066,13.47785563,32.80934535,25.52186082,33.51495268,25.36524128,21.43929119,20.63807557,-1.805,-0.4549,-1.4006,-0.309,1.0721,6,3355.848427,0.001787923,51.845,0,48.155,4982.933333,50,0.529244488,-1.458471687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",1.52712273,1.174949529,0.963022293,0.863291829,0.947439408,1.065869334,0.663830901,"QUESTIONABLE LATITE","OGS7","2114",1,NA,NA,NA,NA,"cobble","Oldowan","Multifacial",52,49,39,38,37.7,30.9,27.7,30.4,34.2,21.3,8,7687.956667,NA,32.08648464,1,"Oldowan","Core",1.01727906,NA,NA,"Core",-1.55885167,-0.136549373,"Not Selected",1.057129023,"OGS7-2114","Oldowan",20795.79173,44.33395179,39.12262272,34.63445406,12.22521787,19.72009562,30.88855198,33.54624535,37.96876462,31.8030769,22.38943741,19.18008247,-2.2152,-1.0255,0.2955,-1.7031,1.4818,8,4470.389893,0.001789553,34.458,0,65.542,7687.956667,60,NA,-1.55885167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",1.893069203,1.256127982,1.440330496,1.200645298,0.581458536,0.772318971,0.541511003,"HAMMERSTONE???","EG10","1125",1,40,NA,218.9,6304.96,"cobble","Oldowan","Unifacial Centripetal",212,85.3,65.8,35,56.6,64.9,54.1,26.2,34.8,24.4,10,17645.16,0.357319514,45.05910289,1,"Oldowan","Retouched Flake/Knife",0.753374399,630.496,0.035731951,"Core",-0.028857133,1.227607293,"Not Selected",0.823948464,"EG10-1125","Oldowan",85291.31214,79.63386469,65.39161725,38.48040913,48.46618639,62.75121326,65.05369358,37.67612397,53.49660502,33.02991905,56.09901823,28.10131925,-0.7953,1.0032,-0.7492,0.7191,-0.9304,10,12008.64828,0.000832733,51.965,0,48.035,17645.16,40,0.357319514,-0.028857133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",2.10798155,1.414277309,1.468014961,0.659507553,0.742556653,0.830490993,0.561802731,NA,"EG10","1171",1,60,NA,471,10717.11,"flake","Oldowan","Bifacial",158,86.3,61.5,39.8,57.9,60.1,27,30.4,34,23,11,15751.90667,0.680369064,40.93963726,1,"Oldowan","Handaxe/Cleaver",0.844059555,974.2827273,0.061851733,"Core",0.092299606,-0.246754536,"Not Selected",0.902181449,"EG10-1171","Oldowan",63478.59544,81.55642738,57.94610804,32.98039602,41.14454781,23.21559765,57.9093058,30.60858651,46.65397726,32.90504823,46.5213188,25.97821865,0.1721,-0.3353,-1.0074,1.445,0.4405,11,10413.66963,0.001056304,20.537,17.164,62.299,15751.90667,60,0.680369064,0.092299606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",1.939207399,1.191903084,1.350350518,1.14697023,0.636154622,0.905751748,0.48480185,NA,"EG10","1223",1,50,NA,253,6966.86,"cobble","Oldowan","Unifacial simple",166,82,57.7,38.9,50.4,57.1,48.5,26.9,38.3,20.5,7,15562.94333,0.447656966,42.28531722,1,"Oldowan","Oldowan",0.653006304,995.2657143,0.063950995,"Core",-0.131092042,0.687345685,"Not Selected",0.74019398,"EG10-1223","Oldowan",69872.36507,81.32957371,56.14321131,40.84933454,45.96369494,49.53300462,55.71138723,40.05193991,43.48119332,28.34447498,48.3218199,23.38544563,-0.7728,0.199,-0.8351,-0.8494,-1.0257,7,10255.44534,0.000682564,51.987,0,48.013,15562.94333,50,0.447656966,-0.131092042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",1.666862922,1.034309813,1.094145918,0.927459626,0.681704195,0.961651686,0.871897529,NA,"EG10","1215",1,30,NA,241.4,5251.67,"cobble","Oldowan","Unifacial simple",206,78,53.2,45.5,48.4,51.2,43.4,31.9,45,40.8,10,16871.08,0.311282384,46.79448979,1,"Oldowan","Oldowan",0.772857115,525.167,0.031128238,"Core",-1.231292841,0.213243745,"Not Selected",0.840564173,"EG10-1215","Oldowan",85451.86613,77.72994689,53.07033895,48.86617075,43.17087772,38.22410579,52.45505701,48.4830097,47.7960441,32.68167545,41.11836103,34.57627646,-1.48,0.8845,1.0945,0.1464,-0.9978,10,11099.75241,0.000900921,55.755,0,44.245,16871.08,30,0.311282384,-1.231292841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
